0  HLT_AK8PFJet360_TrimMass30
1  HLT_AK8PFJet400_TrimMass30
2  HLT_AK8PFHT750_TrimMass50
3  HLT_AK8PFHT800_TrimMass50
4  HLT_AK8DiPFJet300_200_TrimMass30_BTagCSV_p20
5  HLT_AK8DiPFJet280_200_TrimMass30_BTagCSV_p087
6  HLT_AK8DiPFJet300_200_TrimMass30_BTagCSV_p087
7  HLT_AK8DiPFJet300_200_TrimMass30
8  HLT_AK8PFHT700_TrimR0p1PT0p03Mass50
9  HLT_AK8PFHT650_TrimR0p1PT0p03Mass50
10  HLT_AK8PFHT600_TrimR0p1PT0p03Mass50_BTagCSV_p20
11  HLT_AK8DiPFJet280_200_TrimMass30
12  HLT_AK8DiPFJet250_200_TrimMass30
13  HLT_AK8DiPFJet280_200_TrimMass30_BTagCSV_p20
14  HLT_AK8DiPFJet250_200_TrimMass30_BTagCSV_p20
15  HLT_CaloJet260
16  HLT_CaloJet500_NoJetID
17  HLT_Dimuon13_PsiPrime
18  HLT_Dimuon13_Upsilon
19  HLT_Dimuon20_Jpsi
20  HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf
21  HLT_DoubleEle25_CaloIdL_GsfTrkIdVL
22  HLT_DoubleEle33_CaloIdL
23  HLT_DoubleEle33_CaloIdL_MW
24  HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW0
25  HLT_DoubleEle33_CaloIdL_GsfTrkIdVL
26  HLT_DoubleMediumCombinedIsoPFTau35_Trk1_eta2p1_Reg
27  HLT_DoubleTightCombinedIsoPFTau35_Trk1_eta2p1_Reg
28  HLT_DoubleMediumCombinedIsoPFTau40_Trk1_eta2p1_Reg
29  HLT_DoubleTightCombinedIsoPFTau40_Trk1_eta2p1_Reg
30  HLT_DoubleMediumCombinedIsoPFTau40_Trk1_eta2p1
31  HLT_DoubleTightCombinedIsoPFTau40_Trk1_eta2p1
32  HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg
33  HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg
34  HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1
35  HLT_DoubleEle37_Ele27_CaloIdL_GsfTrkIdVL
36  HLT_DoubleMu33NoFiltersNoVtx
37  HLT_DoubleMu38NoFiltersNoVtx
38  HLT_DoubleMu23NoFiltersNoVtxDisplaced
39  HLT_DoubleMu28NoFiltersNoVtxDisplaced
40  HLT_DoubleMu0
41  HLT_DoubleMu4_3_Bs
42  HLT_DoubleMu4_3_Jpsi_Displaced
43  HLT_DoubleMu4_JpsiTrk_Displaced
44  HLT_DoubleMu4_LowMassNonResonantTrk_Displaced
45  HLT_DoubleMu3_Trk_Tau3mu
46  HLT_DoubleMu4_PsiPrimeTrk_Displaced
47  HLT_Mu7p5_L2Mu2_Jpsi
48  HLT_Mu7p5_L2Mu2_Upsilon
49  HLT_Mu7p5_Track2_Jpsi
50  HLT_Mu7p5_Track3p5_Jpsi
51  HLT_Mu7p5_Track7_Jpsi
52  HLT_Mu7p5_Track2_Upsilon
53  HLT_Mu7p5_Track3p5_Upsilon
54  HLT_Mu7p5_Track7_Upsilon
55  HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing
56  HLT_Dimuon0er16_Jpsi_NoVertexing
57  HLT_Dimuon6_Jpsi_NoVertexing
58  HLT_Photon150
59  HLT_Photon90_CaloIdL_HT300
60  HLT_HT250_CaloMET70
61  HLT_DoublePhoton60
62  HLT_DoublePhoton85
63  HLT_Ele17_Ele8_Gsf
64  HLT_Ele20_eta2p1_WPLoose_Gsf_LooseIsoPFTau28
65  HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau29
66  HLT_Ele22_eta2p1_WPLoose_Gsf
67  HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1
68  HLT_Ele23_WPLoose_Gsf
69  HLT_Ele23_WPLoose_Gsf_WHbbBoost
70  HLT_Ele24_eta2p1_WPLoose_Gsf
71  HLT_Ele24_eta2p1_WPLoose_Gsf_LooseIsoPFTau20
72  HLT_Ele24_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1
73  HLT_Ele24_eta2p1_WPLoose_Gsf_LooseIsoPFTau30
74  HLT_Ele25_WPTight_Gsf
75  HLT_Ele25_eta2p1_WPLoose_Gsf
76  HLT_Ele25_eta2p1_WPTight_Gsf
77  HLT_Ele27_WPLoose_Gsf
78  HLT_Ele27_WPLoose_Gsf_WHbbBoost
79  HLT_Ele27_WPTight_Gsf
80  HLT_Ele27_WPTight_Gsf_L1JetTauSeeded
81  HLT_Ele27_eta2p1_WPLoose_Gsf
82  HLT_Ele27_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1
83  HLT_Ele27_eta2p1_WPTight_Gsf
84  HLT_Ele30_WPTight_Gsf
85  HLT_Ele30_eta2p1_WPLoose_Gsf
86  HLT_Ele30_eta2p1_WPTight_Gsf
87  HLT_Ele32_WPTight_Gsf
88  HLT_Ele32_eta2p1_WPLoose_Gsf
89  HLT_Ele32_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1
90  HLT_Ele32_eta2p1_WPTight_Gsf
91  HLT_Ele35_WPLoose_Gsf
92  HLT_Ele35_CaloIdVT_GsfTrkIdT_PFJet150_PFJet50
93  HLT_Ele36_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1
94  HLT_Ele45_WPLoose_Gsf
95  HLT_Ele45_WPLoose_Gsf_L1JetTauSeeded
96  HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50
97  HLT_Ele105_CaloIdVT_GsfTrkIdT
98  HLT_Ele30WP60_SC4_Mass55
99  HLT_Ele30WP60_Ele8_Mass55
100  HLT_HT200
101  HLT_HT275
102  HLT_HT325
103  HLT_HT425
104  HLT_HT575
105  HLT_HT410to430
106  HLT_HT430to450
107  HLT_HT450to470
108  HLT_HT470to500
109  HLT_HT500to550
110  HLT_HT550to650
111  HLT_HT650
112  HLT_Mu16_eta2p1_MET30
113  HLT_IsoMu16_eta2p1_MET30
114  HLT_IsoMu16_eta2p1_MET30_LooseIsoPFTau50_Trk30_eta2p1
115  HLT_IsoMu17_eta2p1
116  HLT_IsoMu17_eta2p1_LooseIsoPFTau20
117  HLT_IsoMu17_eta2p1_LooseIsoPFTau20_SingleL1
118  HLT_DoubleIsoMu17_eta2p1
119  HLT_DoubleIsoMu17_eta2p1_noDzCut
120  HLT_IsoMu18
121  HLT_IsoMu19_eta2p1_LooseIsoPFTau20
122  HLT_IsoMu19_eta2p1_LooseIsoPFTau20_SingleL1
123  HLT_IsoMu19_eta2p1_MediumIsoPFTau32_Trk1_eta2p1_Reg
124  HLT_IsoMu19_eta2p1_LooseCombinedIsoPFTau20
125  HLT_IsoMu19_eta2p1_MediumCombinedIsoPFTau32_Trk1_eta2p1_Reg
126  HLT_IsoMu19_eta2p1_TightCombinedIsoPFTau32_Trk1_eta2p1_Reg
127  HLT_IsoMu21_eta2p1_MediumCombinedIsoPFTau32_Trk1_eta2p1_Reg
128  HLT_IsoMu21_eta2p1_TightCombinedIsoPFTau32_Trk1_eta2p1_Reg
129  HLT_IsoMu20
130  HLT_IsoMu21_eta2p1_LooseIsoPFTau20_SingleL1
131  HLT_IsoMu21_eta2p1_LooseIsoPFTau50_Trk30_eta2p1_SingleL1
132  HLT_IsoMu21_eta2p1_MediumIsoPFTau32_Trk1_eta2p1_Reg
133  HLT_IsoMu22
134  HLT_IsoMu22_eta2p1
135  HLT_IsoMu24
136  HLT_IsoMu27
137  HLT_IsoTkMu18
138  HLT_IsoTkMu20
139  HLT_IsoTkMu22
140  HLT_IsoTkMu22_eta2p1
141  HLT_IsoTkMu24
142  HLT_IsoTkMu27
143  HLT_JetE30_NoBPTX3BX
144  HLT_JetE30_NoBPTX
145  HLT_JetE50_NoBPTX3BX
146  HLT_JetE70_NoBPTX3BX
147  HLT_L1SingleMu18
148  HLT_L2Mu10
149  HLT_L1SingleMuOpen
150  HLT_L1SingleMuOpen_DT
151  HLT_L2DoubleMu23_NoVertex
152  HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10
153  HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10
154  HLT_L2Mu10_NoVertex_NoBPTX3BX
155  HLT_L2Mu10_NoVertex_NoBPTX
156  HLT_L2Mu45_NoVertex_3Sta_NoBPTX3BX
157  HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX
158  HLT_LooseIsoPFTau50_Trk30_eta2p1
159  HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80
160  HLT_LooseIsoPFTau50_Trk30_eta2p1_MET90
161  HLT_LooseIsoPFTau50_Trk30_eta2p1_MET110
162  HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120
163  HLT_PFTau120_eta2p1
164  HLT_PFTau140_eta2p1
165  HLT_VLooseIsoPFTau120_Trk50_eta2p1
166  HLT_VLooseIsoPFTau140_Trk50_eta2p1
167  HLT_Mu17_Mu8
168  HLT_Mu17_Mu8_DZ
169  HLT_Mu17_Mu8_SameSign
170  HLT_Mu17_Mu8_SameSign_DZ
171  HLT_Mu20_Mu10
172  HLT_Mu20_Mu10_DZ
173  HLT_Mu20_Mu10_SameSign
174  HLT_Mu20_Mu10_SameSign_DZ
175  HLT_Mu17_TkMu8_DZ
176  HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL
177  HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ
178  HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL
179  HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ
180  HLT_Mu25_TkMu0_dEta18_Onia
181  HLT_Mu27_TkMu8
182  HLT_Mu30_TkMu11
